tran_date,amount,gender,member
2021-3-15,2000,male,no
2021-3-25,3000,male,no
2021-4-30,4000,male,no
2023-2-7,10000,male,no
2016-8-8,1000,female,yes
2018-4-21,1000,female,yes
2018-10-12,1000,female,yes
2018-10-12,1000,female,yes
2019-10-8,1000,female,yes
2019-10-8,1000,female,yes
2021-1-9,1000,female,yes
2021-4-16,1000,female,yes
2022-2-24,1000,female,yes
2022-11-1,1000,female,yes
2015-7-8,500,female,no
2019-7-22,500,female,no
2019-7-22,500,female,no
2019-11-26,500,female,no
2019-11-26,500,female,no
2019-1-10,1000,female,no
2021-9-7,1000,female,no
2021-12-9,1000,female,no
2021-11-24,1000,female,no
2022-2-22,1000,female,no
2022-9-13,1000,female,no
2023-2-21,1000,female,no
2023-3-14,1000,female,no
2013-10-4,5000,male,yes
2015-1-9,10000,male,yes
2018-9-5,15000,male,yes
2020-11-25,15000,male,yes
2021-11-24,15000,male,yes
2022-5-27,19999,male,yes
2016-8-4,500,male,no
2019-9-27,1000,male,no
2020-12-18,3000,male,no
2020-8-28,2000,male,no
2021-7-1,2000,male,no
2021-12-23,1000,male,no
2021-4-9,500,male,no
2022-7-21,1000,male,no
2023-6-22,2000,male,no
2018-7-18,10000,male,no
2020-4-27,10000,male,no
2020-4-27,10000,male,no
2021-7-21,10000,male,no
2021-5-8,10000,male,no
2022-9-16,10000,male,no
2014-12-24,50000,male,no
2015-12-17,10000,male,no
2017-12-18,10000,male,no
2018-12-20,10000,male,no
2020-5-13,5000,male,no
2020-5-13,5000,male,no
2021-7-20,5000,male,no
2018-2-13,1000,male,yes
2018-3-29,500,male,yes
2018-6-5,500,male,yes
2018-7-17,500,male,yes
2018-8-28,500,male,yes
2018-12-25,2000,male,yes
2019-10-29,1000,male,yes
2019-6-11,500,male,yes
2019-3-19,1000,male,yes
2019-8-6,500,male,yes
2020-7-3,500,male,yes
2020-2-7,500,male,yes
2020-9-2,1500,male,yes
2020-10-9,500,male,yes
2020-6-4,500,male,yes
2020-3-26,500,male,yes
2020-3-30,1000,male,yes
2020-4-14,1000,male,yes
2020-4-30,1000,male,yes
2020-8-13,500,male,yes
2021-7-2,1000,male,yes
2021-2-8,500,male,yes
2021-12-3,500,male,yes
2021-12-27,500,male,yes
2021-5-7,1000,male,yes
2021-1-4,1000,male,yes
2021-3-2,500,male,yes
2021-4-9,500,male,yes
2021-4-30,500,male,yes
2022-7-27,1000,male,yes
2022-2-25,1000,male,yes
2022-10-6,1000,male,yes
2022-12-20,1000,male,yes
2022-5-24,500,male,yes
2022-11-3,1000,male,yes
2022-1-11,1000,male,yes
2022-1-27,500,male,yes
2022-6-24,500,male,yes
2022-3-25,500,male,yes
2022-4-25,500,male,yes
2022-8-29,500,male,yes
2023-2-7,1000,male,yes
2023-2-24,1000,male,yes
2023-5-30,500,male,yes
2023-1-10,1000,male,yes
2023-3-28,1000,male,yes
2023-4-26,500,male,yes
2015-10-5,3000,male,yes
2017-12-19,3000,male,yes
2019-12-4,3000,male,yes
2021-9-10,1000,male,yes
2021-10-18,1000,male,yes
2019-12-12,5000,female,no
2020-5-5,2000,female,no
2021-6-1,5000,female,no
2021-6-1,3000,female,no
2021-4-19,1000,female,no
2022-9-12,2000,female,no
2023-6-6,1000,female,no
2014-5-31,2000,male,no
2014-12-24,2000,male,no
2015-3-13,2000,male,no
2015-3-31,2000,male,no
2015-5-27,2000,male,no
2016-1-11,2000,male,no
2016-4-2,2000,male,no
2016-4-30,2000,male,no
2017-5-11,1000,male,no
2017-7-7,2000,male,no
2017-12-4,1000,male,no
2018-1-15,1000,male,no
2018-2-12,1500,male,no
2018-3-19,1000,male,no
2018-4-23,1500,male,no
2018-6-11,10000,male,no
2018-7-12,1000,male,no
2018-7-25,1000,male,no
2018-8-20,1000,male,no
2018-11-12,2000,male,no
2018-12-24,1000,male,no
2019-9-9,1000,male,no
2019-12-25,2000,male,no
2019-5-8,1000,male,no
2019-11-11,1500,male,no
2019-1-21,2000,male,no
2019-6-10,1500,male,no
2019-6-17,500,male,no
2019-3-4,1000,male,no
2019-3-25,1000,male,no
2019-8-5,1500,male,no
2020-6-17,2000,male,no
2020-3-10,2000,male,no
2020-4-10,1000,male,no
2021-7-2,2000,male,no
2021-10-14,2000,male,no
2021-5-17,2000,male,no
2021-5-28,2000,male,no
2021-11-3,2000,male,no
2021-4-25,2000,male,no
2021-8-18,2000,male,no
2022-9-5,2000,male,no
2022-11-7,2000,male,no
2022-11-9,10000,male,no
2022-1-13,2000,male,no
2022-8-4,2000,male,no
2023-2-11,2000,male,no
2023-1-10,2500,male,no
2023-1-10,2500,male,no
2023-4-18,2000,male,no
2019-7-12,1000,male,yes
2019-2-12,1000,male,yes
2019-9-30,1000,male,yes
2019-12-3,2000,male,yes
2019-3-12,1000,male,yes
2019-8-5,1000,male,yes
2020-2-6,1000,male,yes
2020-11-11,1000,male,yes
2020-6-27,1000,male,yes
2020-4-3,1000,male,yes
2020-4-30,1000,male,yes
2017-8-8,2000,female,yes
2018-8-6,2000,female,yes
2018-12-17,2000,female,yes
2021-7-13,1000,female,yes
2021-10-27,1000,female,yes
2021-6-17,1000,female,yes
2021-3-25,2000,female,yes
2021-4-27,2300,female,yes
2022-12-22,1000,female,yes
2014-10-15,1000,male,yes
2016-3-29,500,male,yes
2016-10-12,1000,male,yes
2017-3-29,1000,male,yes
2018-2-7,500,male,yes
2020-12-22,2000,male,yes
2021-7-25,1000,male,yes
2021-2-16,1000,male,yes
2021-9-13,1000,male,yes
2021-10-25,1000,male,yes
2021-5-25,1000,male,yes
2021-6-23,1000,male,yes
2021-3-23,1000,male,yes
2021-4-27,1000,male,yes
2021-8-10,1000,male,yes
2017-4-18,3000,male,no
2017-8-9,2000,male,no
2021-9-3,2000,male,no
2021-5-7,2000,male,no
2023-1-7,1000,male,no
2019-5-14,2000,female,no
2021-7-21,1000,female,no
2021-5-12,1000,female,no
2022-7-21,1000,female,no
2022-9-23,1000,female,no
2022-10-20,1000,female,no
2022-12-21,1000,female,no
2022-11-22,1000,female,no
2022-6-22,1000,female,no
2022-4-9,1000,female,no
2022-8-29,1000,female,no
2023-2-21,1000,female,no
2023-1-21,1000,female,no
2023-3-21,1000,female,no
2019-7-22,2000,female,yes
2020-1-6,1000,female,yes
2021-2-24,1000,female,yes
2021-9-8,1000,female,yes
2021-9-28,1000,female,yes
2021-12-8,1000,female,yes
2021-11-2,1000,female,yes
2021-6-16,1000,female,yes
2021-4-21,1000,female,yes
2022-12-1,1000,female,yes
2022-11-2,1000,female,yes
2022-4-8,1000,female,yes
2023-4-5,1000,female,yes
2020-12-28,2000,female,yes
2021-7-18,10000,female,yes
2021-10-28,1000,female,yes
2022-9-16,500,female,yes
2022-9-16,500,female,yes
2015-5-1,1000,female,yes
2015-10-16,500,female,yes
2017-7-31,1500,female,yes
2020-3-25,3000,female,yes
2021-10-1,5000,female,yes
2015-7-13,100000,male,no
2016-7-28,100000,male,no
2017-12-19,5000,male,no
2018-12-4,50000,male,no
2020-5-25,100000,male,no
2020-1-11,30000,male,no
2020-4-17,10000,male,no
2018-10-4,1000,male,no
2018-10-11,3000,male,no
2018-10-25,1000,male,no
2019-9-17,2000,male,no
2020-4-21,3000,male,no
2014-1-14,3500,male,yes
2014-9-24,10000,male,yes
2014-9-13,5000,male,yes
2014-9-25,1000,male,yes
2014-10-2,1000,male,yes
2014-10-4,2515,male,yes
2015-1-7,3000,male,yes
2015-7-2,3000,male,yes
2015-12-29,3000,male,yes
2016-8-3,1500,male,yes
2017-5-25,5500,male,yes
2018-10-3,3000,male,yes
2021-12-23,3000,male,yes
2023-3-14,3000,male,yes
2013-12-3,1000,female,yes
2014-8-8,1000,female,yes
2016-11-26,1000,female,yes
2017-4-4,500,female,yes
2017-6-2,500,female,yes
2017-11-28,500,female,yes
2018-1-9,1000,female,yes
2018-3-3,1000,female,yes
2018-7-31,1000,female,yes
2018-10-4,4000,female,yes
2018-11-13,500,female,yes
2018-12-25,1000,female,yes
2020-10-22,1000,female,yes
2020-6-4,500,female,yes
2023-5-23,1000,female,yes
2019-7-1,2000,female,no
2019-7-1,2000,female,no
2019-7-1,10000,female,no
2019-12-14,1800,female,no
2020-5-13,5000,female,no
2020-5-21,50000,female,no
2020-3-25,500,female,no
2023-1-5,1000,female,no
2017-9-18,6500,female,no
2017-11-13,950,female,no
2018-2-5,950,female,no
2018-3-22,950,female,no
2018-5-5,950,female,no
2018-5-25,950,female,no
2018-10-1,950,female,no
2018-10-24,950,female,no
2018-11-6,950,female,no
2018-11-12,950,female,no
2018-12-3,950,female,no
2018-12-19,950,female,no
2019-9-25,950,female,no
2019-12-15,950,female,no
2019-11-20,950,female,no
2019-1-16,950,female,no
2019-1-29,950,female,no
2019-6-6,950,female,no
2019-6-20,950,female,no
2020-7-23,950,female,no
2020-9-24,950,female,no
2020-10-26,950,female,no
2020-12-17,950,female,no
2020-6-30,950,female,no
2020-3-7,950,female,no
2021-3-12,950,female,no
2021-4-2,950,female,no
2019-9-16,2000,female,no
2019-9-30,6000,female,no
2019-10-12,2000,female,no
2019-10-15,6000,female,no
2021-8-9,17000,female,no
2020-9-17,1000,male,yes
2020-9-17,1000,male,yes
2021-12-7,1000,male,yes
2021-12-20,1000,male,yes
2021-11-1,1000,male,yes
2021-11-29,1000,male,yes
2021-3-19,500,male,yes
2022-7-18,500,male,yes
2022-2-14,500,male,yes
2022-2-28,500,male,yes
2022-9-19,500,male,yes
2022-9-19,500,male,yes
2022-10-3,500,male,yes
2022-10-3,500,male,yes
2022-5-2,500,male,yes
2022-5-30,500,male,yes
2022-6-6,500,male,yes
2022-6-27,500,male,yes
2022-3-7,500,male,yes
2022-3-21,500,male,yes
2022-4-4,500,male,yes
2022-4-25,500,male,yes
2022-8-8,500,male,yes
2022-8-22,500,male,yes
2014-6-19,3000,female,yes
2015-6-18,3000,female,yes
2017-6-22,3000,female,yes
2018-6-28,5500,female,yes
2019-6-20,5500,female,yes
2017-6-22,5050,female,yes
2017-6-22,700,female,yes
2017-6-22,450,female,yes
2017-6-26,3750,female,yes
2017-6-26,1950,female,yes
2018-3-19,3000,female,yes
2013-12-11,2000,female,no
2014-3-19,3000,female,no
2014-10-18,7000,female,no
2015-6-8,5000,female,no
2016-8-20,5000,female,no
2017-2-9,5000,female,no
2017-12-18,2000,female,no
2018-5-1,10000,female,no
2020-12-19,15000,female,no
2021-12-4,12000,female,no
2022-11-19,10000,female,no
2023-4-25,20000,female,no
2017-8-29,5000,female,yes
2017-8-29,5000,female,yes
2017-12-27,10000,female,yes
2018-5-17,3000,female,yes
2018-11-29,3000,female,yes
2019-5-28,3000,female,yes
2020-1-23,1000,female,yes
2020-6-4,3000,female,yes
2020-3-19,1000,female,yes
2020-8-13,3000,female,yes
2022-3-10,2000,female,yes
2023-4-7,2000,female,yes
2013-11-21,500000,female,yes
2015-3-25,580000,female,yes
2020-4-28,600000,female,yes
2021-7-19,600000,female,yes
2021-5-17,600000,female,yes
2013-7-10,100,female,no
2014-1-30,8800,female,no
2014-4-30,500,female,no
2015-6-25,300,female,no
2015-9-9,500,female,no
2016-12-14,500,female,no
2018-5-15,300,female,no
2019-3-6,100,female,no
2019-3-6,500,female,no
2017-11-15,10000,female,no
2018-11-5,10000,female,no
2019-11-13,10000,female,no
2020-11-5,10000,female,no
2020-4-21,5000,female,no
2017-11-20,1000,female,yes
2018-11-27,2000,female,yes
2019-10-10,2000,female,yes
2020-10-1,1000,female,yes
2020-10-1,1000,female,yes
2020-6-26,2000,female,yes
2020-3-20,2000,female,yes
2021-7-17,2000,female,yes
2021-5-6,5000,female,yes
2021-1-14,1000,female,yes
2021-8-26,1000,female,yes
2022-2-17,1000,female,yes
2022-10-20,1000,female,yes
2022-6-23,1000,female,yes
2022-3-3,2000,female,yes
2023-6-1,2000,female,yes
2023-3-13,2000,female,yes
2014-12-24,1000,female,no
2015-12-17,1000,female,no
2017-12-18,2000,female,no
2018-12-20,2000,female,no
2019-12-24,2000,female,no
2021-7-20,10000,female,no
2014-12-25,8000,female,no
2015-12-11,8000,female,no
2016-12-1,8000,female,no
2017-12-1,8000,female,no
2017-12-1,450,female,no
2014-12-24,10000,female,no
2017-12-18,16500,female,no
2018-4-20,1000,female,no
2018-12-20,10023,female,no
2019-9-25,5000,female,no
2020-5-15,5000,female,no
2021-7-20,5000,female,no
2015-1-10,500,female,no
2015-1-10,500,female,no
2015-12-12,2000,female,no
2016-5-28,1000,female,no
2016-7-9,2000,female,no
2016-7-9,3000,female,no
2016-10-29,2000,female,no
2020-6-27,1000,female,no
2020-6-27,1000,female,no
2020-6-27,1098,female,no
2021-6-26,2000,female,no
2013-8-17,5000,female,yes
2013-8-17,950,female,yes
2013-11-9,950,female,yes
2014-8-9,5000,female,yes
2014-8-9,950,female,yes
2015-8-22,3000,female,yes
2015-8-22,950,female,yes
2016-8-13,2000,female,yes
2016-8-13,950,female,yes
2017-8-10,1900,female,yes
2017-8-10,2000,female,yes
2018-8-11,950,female,yes
2019-4-27,1900,female,yes
2019-8-17,3000,female,yes
2019-8-17,1000,female,yes
2020-8-15,3000,female,yes
2020-8-15,2000,female,yes
2021-9-11,5000,female,yes
2022-8-20,5000,female,yes
2014-4-17,1000,female,yes
2014-5-15,500000,female,yes
2016-3-15,2000,female,yes
2017-2-14,1000,female,yes
2017-3-13,1000,female,yes
2016-5-23,2000,female,no
2016-5-23,2000,female,no
2018-5-25,1000,female,no
2018-5-25,10000,female,no
2019-8-2,10000,female,no
2019-8-2,10000,female,no
2020-5-27,5999,female,no
2020-4-16,5999,female,no
2018-9-17,2000,female,no
2020-11-30,5000,female,no
2021-7-6,5000,female,no
2022-7-19,3000,female,no
2022-3-2,3000,female,no
2014-5-31,3000,female,no
2014-5-31,2000,female,no
2014-12-11,12000,female,no
2018-2-23,1000,female,no
2019-12-17,8000,female,no
2019-1-2,4000,female,no
2021-5-12,4000,female,no
2020-2-20,8750,female,yes
2020-2-20,40000,female,yes
2021-2-1,10000,female,yes
2021-2-1,11000,female,yes
2021-9-23,1000,female,yes
2021-12-16,1000,female,yes
2022-2-1,10000,female,yes
2022-2-1,10000,female,yes
2018-1-31,5000,male,yes
2018-6-27,5000,male,yes
2019-9-20,2000,male,yes
2019-6-26,3000,male,yes
2020-5-14,12000,male,yes
2021-7-19,15500,male,yes
2021-5-7,5000,male,yes
2021-1-15,5000,male,yes
2022-12-21,10000,male,yes
2022-5-6,5000,male,yes
2022-1-14,5000,male,yes
2022-8-26,5000,male,yes
2023-4-25,5000,male,yes
2014-12-8,10000,female,yes
2015-12-3,10000,female,yes
2016-11-7,5000,female,yes
2016-11-7,5000,female,yes
2016-11-21,5000,female,yes
2018-8-28,25000,female,yes
2019-7-9,598,female,yes
2019-12-17,10000,female,yes
2019-8-21,10000,female,yes
2020-12-25,840,female,yes
2020-8-26,25000,female,yes
2021-8-18,2108,female,yes
2022-8-10,3000,female,yes
2022-8-11,15000,female,yes
2013-10-21,1500,female,no
2016-2-2,1000,female,no
2017-8-4,2000,female,no
2018-1-31,2000,female,no
2019-9-2,1000,female,no
2020-4-13,2500,female,no
2021-7-12,2000,female,no
2021-5-2,10000,female,no
2021-4-20,4000,female,no
2021-8-19,10000,female,no
2020-9-15,10000,female,no
2020-5-21,10000,female,no
2021-12-21,10000,female,no
2021-6-15,20000,female,no
2022-9-8,20000,female,no
2022-4-28,20000,female,no
2016-8-23,10000,male,yes
2017-10-5,12000,male,yes
2018-11-5,14000,male,yes
2019-11-19,20000,male,yes
2019-11-19,10000,male,yes
2021-7-24,30000,male,yes
2022-12-21,888,male,yes
2023-7-21,888,male,yes
2023-2-21,888,male,yes
2023-5-23,888,male,yes
2023-1-21,888,male,yes
2023-6-21,888,male,yes
2023-3-21,888,male,yes
2023-4-21,888,male,yes
2016-4-2,2000,female,yes
2022-12-26,10000,female,yes
2022-12-26,3000,female,yes
2022-12-26,1000,female,yes
2022-12-26,1000,female,yes
2022-12-26,1000,female,yes
2022-12-26,2000,female,yes
2019-7-1,10000,male,yes
2020-5-5,2000,male,yes
2021-7-11,5000,male,yes
2021-9-6,5000,male,yes
2022-8-10,1000,male,yes
2018-3-19,4950,male,yes
2018-5-21,8670,male,yes
2019-10-22,2760,male,yes
2020-3-9,2250,male,yes
2021-12-28,2500,male,yes
2013-7-18,5000,male,no
2014-7-17,2000,male,no
2014-11-4,5000,male,no
2015-7-15,4000,male,no
2016-8-11,5000,male,no
2017-4-21,2000,male,no
2017-8-15,5000,male,no
2017-12-16,10000,male,no
2018-7-26,5000,male,no
2020-12-28,5000,male,no
2020-3-5,5000,male,no
2020-4-30,10000,male,no
2021-7-20,5000,male,no
2021-5-8,5000,male,no
2021-6-25,5000,male,no
2022-3-25,3000,male,no
2022-8-17,5000,male,no
2023-7-14,5000,male,no
2013-11-9,3000,female,yes
2014-11-29,2000,female,yes
2014-11-29,950,female,yes
2016-1-12,2000,female,yes
2016-4-26,100000,female,yes
2017-2-9,100000,female,yes
2018-11-5,3000,female,yes
2015-6-12,500,female,yes
2016-2-5,500,female,yes
2016-2-25,950,female,yes
2023-2-21,1000,female,yes
2023-1-20,10000,female,yes
2018-8-30,1000,female,no
2018-12-20,500,female,no
2019-2-14,300,female,no
2019-9-27,500,female,no
2019-12-2,500,female,no
2020-2-20,500,female,no
2020-12-9,500,female,no
2020-5-19,1000,female,no
2020-6-18,1000,female,no
2021-7-29,2000,female,no
2022-7-8,1000,female,no
2022-2-21,500,female,no
2022-6-1,1000,female,no
2019-9-17,2000,female,no
2019-9-24,2000,female,no
2019-10-3,4000,female,no
2019-10-12,4000,female,no
2020-12-8,5000,female,no
2021-8-9,20000,female,no
2013-10-21,1000,female,no
2015-3-3,2000,female,no
2016-2-2,2000,female,no
2019-9-2,2000,female,no
2020-4-13,4000,female,no
2021-7-12,2000,female,no
2021-4-20,2000,female,no
2013-8-19,15000,female,no
2015-8-19,12000,female,no
2016-8-24,15000,female,no
2017-8-24,20000,female,no
2018-10-5,15000,female,no
2019-12-11,30000,female,no
2014-1-2,200,female,yes
2014-2-20,1000,female,yes
2014-2-27,1000,female,yes
2014-5-15,1000,female,yes
2014-5-29,1000,female,yes
2014-7-10,1000,female,yes
2018-4-17,15000,female,yes
2021-8-11,4300,female,yes
2019-8-7,10000,female,yes
2019-8-7,10000,female,yes
2020-10-14,15000,female,yes
2020-10-14,15000,female,yes
2021-10-25,5000,female,yes
2022-5-9,2000,female,yes
2018-8-22,9000,female,no
2018-8-22,2000,female,no
2019-6-18,5000,female,no
2020-6-18,10000,female,no
2021-7-15,500,female,no
2021-6-23,10000,female,no
2022-6-16,10000,female,no
2023-7-10,10000,female,no
2015-12-17,10000,female,no
2017-12-19,1500,female,no
2018-12-20,4000,female,no
2019-12-24,5000,female,no
2021-7-20,5000,female,no
2018-11-21,5420,female,yes
2020-7-14,3600,female,yes
2020-12-30,10000,female,yes
2021-12-28,7000,female,yes
2021-4-27,14300,female,yes
2020-9-10,1000,male,no
2020-9-30,1000,male,no
2020-4-21,5000,male,no
2020-8-28,1000,male,no
2021-6-11,2000,male,no
2015-3-27,10000,female,yes
2016-2-25,10000,female,yes
2017-1-5,10000,female,yes
2018-2-1,10000,female,yes
2019-4-25,10000,female,yes
2021-5-13,20000,female,yes
2020-5-25,5000,female,no
2020-4-11,5000,female,no
2021-12-30,10000,female,no
2021-5-2,2000,female,no
2021-6-4,20000,female,no
2022-9-30,10000,female,no
2023-1-3,20000,female,no
2014-12-25,5000,male,no
2015-12-11,5000,male,no
2016-12-1,5000,male,no
2017-12-1,5000,male,no
2018-12-19,8000,male,no
2019-12-25,5000,male,no
2020-12-30,5000,male,no
2021-9-4,8000,male,no
2021-7-14,1000,female,yes
2022-7-21,500,female,yes
2022-9-23,500,female,yes
2022-10-20,500,female,yes
2022-12-21,500,female,yes
2022-5-23,500,female,yes
2022-11-22,500,female,yes
2022-6-22,500,female,yes
2022-3-21,3000,female,yes
2022-8-29,500,female,yes
2023-7-21,500,female,yes
2023-2-21,500,female,yes
2023-5-23,500,female,yes
2023-1-21,500,female,yes
2023-6-21,500,female,yes
2023-3-21,500,female,yes
2023-4-21,500,female,yes
2014-4-9,2000,male,yes
2015-2-18,500,male,yes
2016-2-12,1000,male,yes
2016-2-12,1000,male,yes
2016-2-12,1000,male,yes
2016-10-10,1000,male,yes
2016-10-10,1000,male,yes
2016-10-10,1000,male,yes
2017-5-22,1000,male,yes
2017-5-22,1000,male,yes
2017-6-12,1000,male,yes
2017-8-2,1000,male,yes
2017-8-2,2000,male,yes
2017-8-2,2000,male,yes
2017-8-2,1000,male,yes
2017-9-1,1000,male,yes
2017-9-1,1000,male,yes
2017-9-1,1000,male,yes
2017-10-11,1000,male,yes
2017-10-11,1000,male,yes
2017-10-11,1000,male,yes
2017-12-1,3000,male,yes
2018-2-21,3200,male,yes
2018-2-21,4000,male,yes
2018-5-2,3000,male,yes
2018-5-2,1000,male,yes
2018-5-2,1000,male,yes
2018-7-5,3000,male,yes
2018-9-14,3000,male,yes
2018-10-1,5000,male,yes
2018-12-27,5000,male,yes
2018-12-27,1000,male,yes
2018-12-27,1000,male,yes
2018-12-27,1000,male,yes
2018-12-27,1000,male,yes
2018-12-27,1000,male,yes
2019-2-6,2200,male,yes
2019-2-6,2000,male,yes
2019-9-5,3000,male,yes
2019-10-3,4000,male,yes
2019-12-4,3000,male,yes
2019-6-6,3000,male,yes
2019-3-6,2000,male,yes
2019-3-6,2000,male,yes
2019-4-3,3000,male,yes
2019-4-3,1000,male,yes
2020-10-26,2000,male,yes
2020-1-28,2000,male,yes
2020-1-28,2000,male,yes
2020-6-8,2000,male,yes
2020-3-2,3000,male,yes
2021-2-17,2000,male,yes
2022-7-1,3000,male,yes
2022-7-1,500,male,yes
2022-2-4,500,male,yes
2022-2-4,2000,male,yes
2022-2-24,3000,male,yes
2022-10-4,3000,male,yes
2022-10-4,500,male,yes
2022-12-16,3000,male,yes
2022-12-16,500,male,yes
2022-6-1,3000,male,yes
2022-6-1,500,male,yes
2022-3-11,3000,male,yes
2023-5-31,3000,male,yes
2023-5-31,500,male,yes
2023-5-3,3000,male,yes
2020-3-31,1000,male,no
2020-4-1,1000,male,no
2021-5-28,11376,male,no
2021-3-30,2476,male,no
2022-2-11,3995,male,no
2020-3-31,2000,male,no
2020-4-9,1000,male,no
2021-7-9,5000,male,no
2021-5-28,2000,male,no
2021-5-28,5000,male,no
2018-7-3,1500000,male,yes
2018-11-30,5000000,male,yes
2020-3-23,100000,male,yes
2021-7-13,500000,male,yes
2014-1-23,2000,male,yes
2014-2-28,20000,male,yes
2014-5-15,100000,male,yes
2015-6-4,50000,male,yes
2020-7-17,35000,male,yes
2021-7-27,20000,male,yes
2021-5-7,10000,male,yes
2021-11-22,10000,male,yes
2021-3-12,20000,male,yes
2021-8-10,20000,male,yes
2022-2-14,10000,male,yes
2022-11-21,5000,male,yes
2022-11-21,5000,male,yes
2022-11-21,5000,male,yes
2023-3-21,7500,male,yes
2023-3-21,7500,male,yes
2013-12-21,2000,male,yes
2014-5-31,2000,male,yes
2014-6-28,2000,male,yes
2014-7-5,1000,male,yes
2014-9-13,2000,male,yes
2014-10-20,2000,male,yes
2014-12-19,2000,male,yes
2015-11-7,2000,male,yes
2016-5-25,2000,male,yes
2016-12-30,3000,male,yes
2018-2-17,2000,male,yes
2018-4-7,2000,male,yes
2019-7-6,2000,male,yes
2019-3-16,2000,male,yes
2020-12-19,500,male,yes
2020-12-26,500,male,yes
2020-5-9,1000,male,yes
2020-1-25,2000,male,yes
2021-9-4,700,male,yes
2021-10-7,500,male,yes
2021-11-20,300,male,yes
2022-12-29,1000,male,yes
2022-5-7,200,male,yes
2023-1-21,200,male,yes
2021-5-8,30000,male,no
2022-7-18,10000,male,no
2022-12-2,30000,male,no
2022-5-2,20000,male,no
2015-10-28,3000,male,yes
2017-12-28,3000,male,yes
2019-12-23,5000,male,yes
2020-8-3,5000,male,yes
2021-11-1,10000,male,yes
2022-12-1,10000,male,yes
2021-7-17,20000,male,no
2021-11-4,999,male,no
2022-2-1,999,male,no
2022-9-13,1000,male,no
2022-5-7,19999,male,no
2013-11-11,2000,male,yes
2013-11-11,10000,male,yes
2013-12-16,3000,male,yes
2017-10-11,20000,male,yes
2017-10-11,30000,male,yes
2018-2-23,1000,male,yes
2018-8-30,1000,male,yes
2020-5-12,1500,male,yes
2020-4-5,2000,male,yes
2021-5-1,3000,male,yes
2016-3-7,4000,female,yes
2016-7-26,3000,female,yes
2019-11-19,2500,female,yes
2021-12-25,1000,female,yes
2021-1-9,2000,female,yes
2022-9-3,1000,female,yes
2019-4-30,48000,female,yes
2020-11-27,42000,female,yes
2016-8-22,1000,female,yes
2017-2-10,500,female,yes
2017-9-11,7000,female,yes
2017-9-11,1000,female,yes
2018-5-10,650,female,yes
2018-8-24,500,female,yes
2018-8-24,500,female,yes
2019-8-20,2500,female,yes
2020-9-18,1500,female,yes
2020-12-2,500,female,yes
2020-12-30,500,female,yes
2021-10-20,2000,female,yes
2021-8-25,1500,female,yes
2022-11-1,500,female,yes
2022-8-29,2500,female,yes
2017-12-20,2000,female,no
2019-9-25,2000,female,no
2021-4-20,5000,female,no
2022-4-18,10000,female,no
2023-2-6,150000,female,no
2020-12-22,20000,male,yes
2020-11-13,10000,male,yes
2021-10-26,20000,male,yes
2021-11-22,30000,male,yes
2022-7-25,60000,male,yes
2016-2-16,500,male,yes
2018-9-25,1000,male,yes
2019-4-10,1000,male,yes
2019-8-25,200,male,yes
2021-6-2,5000,male,yes
2022-6-29,5000,male,yes
2023-3-29,5000,male,yes
2013-10-11,1000,female,yes
2014-7-15,1000,female,yes
2015-9-30,1000,female,yes
2016-5-25,2000,female,yes
2016-12-27,500,female,yes
2017-1-25,500,female,yes
2017-6-28,500,female,yes
2018-7-12,1000,female,yes
2018-9-26,1000,female,yes
2019-6-19,2000,female,yes
2020-11-17,1000,female,yes
2021-4-7,2000,female,yes
2017-3-30,2000,female,no
2017-3-30,1000,female,no
2018-8-14,5000,female,no
2019-4-29,5000,female,no
2020-6-25,5000,female,no
2015-12-15,1000,female,yes
2015-12-15,200,female,yes
2016-10-18,1000,female,yes
2017-12-22,1000,female,yes
2018-12-17,1000,female,yes
2021-5-20,2000,female,yes
2023-4-20,5000,female,yes
2017-12-7,50000,female,no
2019-12-12,100000,female,no
2020-5-5,50000,female,no
2021-5-13,100000,female,no
2021-6-1,13667,female,no
2023-2-3,40000,female,no
2017-1-18,1000,female,yes
2017-6-26,1600,female,yes
2017-6-26,1150,female,yes
2017-10-30,7000,female,yes
2017-11-13,13000,female,yes
2021-7-22,20000,female,yes
2022-8-2,10000,female,yes
2022-8-2,10000,female,yes
2023-3-30,10000,female,yes
2023-3-30,10000,female,yes
2014-4-25,2000,female,no
2015-11-17,5000,female,no
2015-11-17,5000,female,no
2016-1-13,1000,female,no
2016-5-2,2000,female,no
2017-12-27,2000,female,no
2018-8-6,2000,female,no
2019-11-12,1000,female,no
2019-6-6,1000,female,no
2019-6-6,1000,female,no
2019-6-10,1000,female,no
2019-8-6,1000,female,no
2019-8-6,1000,female,no
2019-8-6,1000,female,no
2020-3-20,5000,female,no
2022-8-17,1000,female,no
2014-6-19,1000,female,no
2014-9-18,1000,female,no
2014-12-18,1000,female,no
2015-3-19,2000,female,no
2015-6-25,2000,female,no
2015-9-24,1000,female,no
2016-2-18,2000,female,no
2016-6-23,2000,female,no
2016-12-15,2000,female,no
2017-3-16,2000,female,no
2017-6-29,2000,female,no
2017-10-19,2000,female,no
2018-2-8,1000,female,no
2018-12-20,1000,female,no
2019-7-25,350,female,no
2019-7-25,598,female,no
2020-5-9,1000,female,no
2020-8-6,1000,female,no
2021-8-5,2000,female,no
2022-10-17,5000,female,no
