reciept_no,tran_date,fund_code,fund_subcode,customer_id,amount,fund_name,fund_subname,customer_type,gender,birthday,age,flag_member
580002458,2015-6-17,20,560000198,P0716,9900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580002471,2015-6-18,20,560000198,P1105,14800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,male,,,no
580002348,2015-6-2,20,560000198,P0716,14500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580002495,2015-6-23,20,560000198,P0716,6700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580002536,2015-6-24,20,570000002,P0032,7400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002570,2015-6-24,20,570000002,P0136,5800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002537,2015-6-24,20,570000002,P0152,10800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002510,2015-6-24,20,570000002,P0160,10800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002529,2015-6-24,20,570000002,P0163,11400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002511,2015-6-24,20,570000002,P0644,12000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002508,2015-6-24,20,570000002,P0678,8300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002525,2015-6-24,20,570000002,P0679,7000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002544,2015-6-24,20,570000002,P0721,13600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002523,2015-6-24,20,570000002,P0730,12700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002507,2015-6-24,20,570000002,P0815,5300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002557,2015-6-24,20,570000002,P0836,9900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002563,2015-6-24,20,570000002,P0860,7300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002568,2015-6-24,20,570000002,P0980,3500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
580002515,2015-6-24,20,570000002,P0996,10700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002578,2015-6-24,20,570000002,P1013,10000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,male,,,no
580002585,2015-6-25,10,10,P0316,9900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580002593,2015-6-25,10,10,P0377,11000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580002376,2015-6-4,10,50,P1045,13100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
580002370,2015-6-4,10,60,P1049,10900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,male,,,no
580002392,2015-6-8,10,10,P0205,8200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580002391,2015-6-8,20,560000290,P0313,7900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบประสาท,บุคคลธรรมดา,female,,,no
580002632,2015-7-1,10,60,P0577,9800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
580002750,2015-7-13,10,570000014,P0303,11300,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน ปันน้ำใจ ให้ชีวิต (อุปกรณ์การแพทย์),บุคคลธรรมดา,male,,,no
580002756,2015-7-15,10,10,P0062,6900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580002762,2015-7-15,10,60,P0337,9700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,male,,,no
580002757,2015-7-15,10,10,P0909,13400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580002791,2015-7-18,10,10,P0891,9900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580002833,2015-7-25,10,10,P0891,8000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580002847,2015-7-27,20,560000198,P0716,9400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580002677,2015-7-7,20,560000198,P0716,13900,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580002678,2015-7-7,10,560000225,P0891,12000,กองทุนบริจาคเพื่อการดำเนินงาน,"กองทุนดำเนินงาน(เพื่ออุปกรณ์การแพทย์,ซื้อโลงศพ,ยากไร้,อนาถา)",บุคคลธรรมดา,male,,,no
580002696,2015-7-8,10,560000188,P0286,14300,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน พระภิกษุอาพาธโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ,บุคคลธรรมดา,female,,,no
580002688,2015-7-8,10,10,P0575,10700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580002966,2015-8-13,10,10,P0072,11600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580002963,2015-8-13,20,560000198,P0716,8400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580003010,2015-8-19,10,10,P0343,12200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580003017,2015-8-20,10,10,P0029,8600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580003041,2015-8-21,20,580000007,P0716,5600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อปรับปรุงหอผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580003033,2015-8-21,20,560000198,P0906,10700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,male,,,no
580003040,2015-8-21,50,560000092,P0946,16600,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน สุพัฒน์ อุปนิกขิต,บุคคลธรรมดา,female,,,no
580003028,2015-8-21,50,560000017,P1119,12900,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน พลอากาศตรีเพิ่มศักดิ์ - กัลยา ภัคโชตานนท์,บุคคลธรรมดา,male,,,no
580003044,2015-8-22,10,10,P0492,14000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580003045,2015-8-22,10,10,P0989,11400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580003111,2015-8-27,20,560000298,P0415,8300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
580003115,2015-8-28,10,10,P0033,9600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580003116,2015-8-28,10,10,P0559,9400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580003117,2015-8-28,10,60,P0559,8700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,male,,,no
580003118,2015-8-28,10,50,P0559,12500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
580003119,2015-8-28,20,80,P0559,6400,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,male,,,no
580003120,2015-8-28,20,560000198,P0559,13100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,male,,,no
580003121,2015-8-28,20,560000290,P0559,13100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบประสาท,บุคคลธรรมดา,male,,,no
580003122,2015-8-28,20,560000266,P0559,6400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยศัลยกรรมระบบหัวใจและทรวงอก รพ.ธ.,บุคคลธรรมดา,male,,,no
580003123,2015-8-28,20,560000008,P0559,12300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนหมุนเวียนเพื่อผู้ป่วยเอดส์,บุคคลธรรมดา,male,,,no
580003124,2015-8-28,20,570000009,P0559,18100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ความเป็นเลิศทางด้านโรคภูมิแพ้ โรคหืด และโรคระบบหายใจ รพ.ธ.,บุคคลธรรมดา,male,,,no
580003125,2015-8-28,20,580000006,P0559,8400,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยโรคหลอดเลือดสมองตีบตัน,บุคคลธรรมดา,male,,,no
580003126,2015-8-28,50,560000052,P0559,13000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน ร.ต. ภาณุ เกื้อกูลเงิน,บุคคลธรรมดา,male,,,no
580002893,2015-8-4,20,560000198,P0716,7700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580003159,2015-9-1,10,60,P1049,13900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,male,,,no
580003259,2015-9-10,10,10,P0600,11100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
580003285,2015-9-11,20,560000198,P0716,15600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580003301,2015-9-15,20,560000282,P0961,5500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการศูนย์มะเร็งและเครื่องตรวจด้วยสนามแม่เหล็ก(MRI),บุคคลธรรมดา,female,,,no
580003163,2015-9-2,10,60,P0577,10100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
580003169,2015-9-2,10,10,P0655,8500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580003170,2015-9-2,20,560000198,P0716,9600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580003334,2015-9-21,20,80,P0757,8200,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,female,,,no
580003366,2015-9-24,10,560000002,P0237,7500,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุน โครงการถวายภัตตาหารเพล,บุคคลธรรมดา,male,,,no
580003365,2015-9-24,10,50,P0377,12100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
580003382,2015-9-25,20,560000198,P0716,6700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
580003399,2015-9-28,50,560000093,P0853,15100,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน สุเพ็ญ สุวรรณรัมภา,บุคคลธรรมดา,male,,,no
580003233,2015-9-9,10,10,P0316,6400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
580003243,2015-9-9,10,10,P0871,10600,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600000101,2016-10-11,20,570000012,P1055,12000,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,female,,,no
600000121,2016-10-13,20,560000280,P0553,12200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการธนาคารวิกผม,บุคคลธรรมดา,female,,,no
600000158,2016-10-18,10,50,P0796,9300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
600000168,2016-10-19,50,560000140,P0064,10500,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน เกื้อกูล วงษ์เกษม,บุคคลธรรมดา,male,,,no
600000169,2016-10-19,10,560000010,P0848,13400,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนเพื่อผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
600000223,2016-10-27,10,10,P0823,5500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600000232,2016-10-28,20,590000009,P0750,7700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยเด็กที่ใช้เครื่องช่วยพยุงการทำงานของหัวใจและปอด,บุคคลธรรมดา,male,,,no
600000248,2016-10-29,10,60,P0322,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
600000253,2016-10-31,10,60,P0577,8800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
590002343,2016-1-11,10,10,P0093,14700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
590002342,2016-1-11,10,60,P0294,12400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,male,,,no
600000351,2016-11-10,10,10,P0802,10500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
600000355,2016-11-11,20,590000008,P1055,5300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,female,,,no
600000389,2016-11-15,10,50,P0796,10300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
600000398,2016-11-17,10,50,P0116,9200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
600000440,2016-11-23,50,560000015,P0533,9900,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน ครอบครัวเพ็ญจันทร์,บุคคลธรรมดา,female,,,no
600000445,2016-11-23,10,560000010,P1049,6400,กองทุนบริจาคเพื่อการดำเนินงาน,กองทุนเพื่อผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
600000471,2016-11-29,10,60,P0033,11900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
600000295,2016-11-3,50,560000056,P0781,6900,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน ศรีชัย สุวรรณรัมภา,บุคคลธรรมดา,male,,,no
600000296,2016-11-3,50,560000093,P0781,9500,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน สุเพ็ญ สุวรรณรัมภา,บุคคลธรรมดา,male,,,no
600000293,2016-11-3,20,560000198,P1055,11500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
590002373,2016-1-13,10,50,P0376,7700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
590002379,2016-1-13,10,50,P0579,12100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
600000485,2016-11-30,50,550000059,P0240,6000,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน ทินนาถ กิตยาภรณ์,บุคคลธรรมดา,female,,,no
600000486,2016-11-30,50,560000184,P0240,1100,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน กิตยาภรณ์,บุคคลธรรมดา,female,,,no
600000487,2016-11-30,10,60,P0577,11800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
600000300,2016-11-4,10,50,P1028,13000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
590002400,2016-1-15,10,50,P0871,9300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
590002401,2016-1-15,20,80,P0871,11900,กองทุนบริจาคเพื่อหน่วยงาน,เพื่อซื้อโลหิต,บุคคลธรรมดา,male,,,no
590002402,2016-1-15,20,560000282,P0871,6500,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการศูนย์มะเร็งและเครื่องตรวจด้วยสนามแม่เหล็ก(MRI),บุคคลธรรมดา,male,,,no
590002419,2016-1-16,10,10,P0130,9800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
590002464,2016-1-16,10,50,P0891,3900,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,male,,,no
590002465,2016-1-16,20,570000009,P1055,14100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน ศูนย์ความเป็นเลิศทางด้านโรคภูมิแพ้ โรคหืด และโรคระบบหายใจ รพ.ธ.,บุคคลธรรมดา,female,,,no
590002493,2016-1-20,20,560000282,P0086,16300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการศูนย์มะเร็งและเครื่องตรวจด้วยสนามแม่เหล็ก(MRI),บุคคลธรรมดา,female,,,no
590002494,2016-1-20,20,560000198,P0086,13700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน นายแพทย์อุดม ลักษณ์วิจารณ์ เพื่อผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
600000489,2016-12-1,10,10,P0320,10200,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
600000490,2016-12-1,10,10,P0352,10100,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600000498,2016-12-1,20,590000008,P1055,5300,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนอาหารและโภชนาการเพื่อผู้ป่วยยากไร้ รพ.ธ,บุคคลธรรมดา,female,,,no
600001002,2016-12-14,10,10,P0227,12800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600000995,2016-12-14,20,580000007,P0316,9600,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อปรับปรุงหอผู้ป่วยจิตเวช,บุคคลธรรมดา,female,,,no
600001001,2016-12-14,20,560000282,P0961,8100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการศูนย์มะเร็งและเครื่องตรวจด้วยสนามแม่เหล็ก(MRI),บุคคลธรรมดา,female,,,no
600001026,2016-12-15,10,10,P0377,5700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
600001035,2016-12-15,10,60,P0467,9300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,male,,,no
600001036,2016-12-15,10,50,P0796,7500,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
600001064,2016-12-20,10,60,P0056,9000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อดำเนินการของ รพ.ธ.,บุคคลธรรมดา,female,,,no
600001059,2016-12-20,10,10,P1005,6300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600001078,2016-12-21,20,570000012,P0498,15700,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน เพื่อผู้ป่วยโรคหัวใจ รพ.ธ.,บุคคลธรรมดา,male,,,no
600001079,2016-12-21,20,580000006,P0498,10200,กองทุนบริจาคเพื่อหน่วยงาน,กองทุนเพื่อผู้ป่วยโรคหลอดเลือดสมองตีบตัน,บุคคลธรรมดา,male,,,no
600001238,2016-12-26,10,10,P0581,13700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
600001239,2016-12-26,10,50,P0581,1800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่อซื้อโลงศพ / ผู้ป่วยยากไร้ / อนาถา,บุคคลธรรมดา,female,,,no
600001240,2016-12-26,20,560000298,P0581,8800,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน หมุนเวียนเพื่อผู้ป่วยเด็ก,บุคคลธรรมดา,female,,,no
600001241,2016-12-26,20,570000002,P0581,8100,กองทุนบริจาคเพื่อหน่วยงาน,กองทุน โครงการจัดตั้งศูนย์ไตเทียมเฉลิมพระเกียรติ 60 พรรษา สมเด็จพระเทพฯ,บุคคลธรรมดา,female,,,no
600001249,2016-12-26,50,560000113,P1048,6300,กองทุนบริจาคสะสมเพื่อโรงพยาบาล,กองทุน อรุณี วัชรานานันท์,บุคคลธรรมดา,female,,,no
600001260,2016-12-27,10,10,P0753,15300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600001311,2016-12-28,10,10,P0041,5700,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600001292,2016-12-28,10,10,P0130,11300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
600001354,2016-12-28,10,10,P0517,13000,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600001341,2016-12-28,10,10,P0605,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600001352,2016-12-28,10,10,P0623,7400,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
600001322,2016-12-28,10,10,P0714,13300,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,female,,,no
600001308,2016-12-28,10,10,P1011,10800,กองทุนบริจาคเพื่อการดำเนินงาน,เพื่ออุปกรณ์การแพทย์,บุคคลธรรมดา,male,,,no
